Homo_sapiens,Gorilla_gorilla,Pan_paniscus
XM_011540331,XM_004050046,XM_024930289
NM_014631,XM_019034749,XM_008950873
NM_024928,XM_019035460,XM_008950875
NM_014720,XM_004050049,XM_003825547
NM_000494,XM_019035398,XM_008950876
XM_005269521,XM_019034466,XM_008950878
XM_011540196,XM_019034442,XM_008950881
NM_004832,XM_004050052,XM_003825551
XM_011539270,XM_004050055,XM_003825553
XM_005270257,XM_019035515,XM_008950885
NM_001008723,XM_004050061,XM_003825557
NM_014978,XM_019035642,XM_003825558
XM_017015614,XM_019035468,XM_014346596
NM_001324133,XM_004050077,XM_003825561
XM_024447802,XM_019034905,XM_008950896
NM_130439,XM_004050084,XM_008950902
NM_005871,XM_004050088,XM_003825567
NM_004419,XM_004050091,XM_024930290
NM_005445,XM_019034444,XM_014346593
NM_001134363,XM_004050092,XM_008950903
NM_014456,XM_004050093,XM_003825579
NM_001195304,XM_019034762,XM_008950904
NM_007373,XM_019034764,XM_008950910
NM_000681,XM_019034341,XM_003825702
XM_024448089,XM_019035412,XM_008950918
NM_058222,XM_004050105,XM_003825588
NM_016234,XM_004050106,XM_003825589
NM_022494,XM_019034716,XM_008950925
XM_017015745,XM_004050111,XM_003825592
XM_011540109,XM_019035355,XM_008950926
NM_004132,XM_019035278,XM_003825596
NM_001261463,XM_019035276,XM_008950930
NM_001267057,XM_019035487,XM_003825602
XM_011540172,XM_004050118,XM_008950931
XM_011540429,XM_019035321,XM_008950933
NM_198514,XM_004050119,XM_003825604
NM_000684,XM_019034446,XM_008951035
NM_018017,XM_019035523,XM_014346518
XM_011539962,XM_019034312,XM_003825606
XM_017016177,XM_019035419,XM_003825707
XM_017016795,XM_019035420,XM_008950936
XM_006717837,XM_019034673,XM_014346533
NM_020940,XM_004050133,XM_014346600
NM_139169,XM_004050135,XM_003825613
NM_207303,XM_019035498,XM_003825615
XM_011539634,XM_019035489,XM_008950950
XM_017016206,XM_004050145,XM_003825618
NM_001011709,XM_019034502,XM_003825619
NM_000936,XM_004050146,XM_003825620
NM_006229,XM_019034447,
NM_005396,XM_019034462,XM_003825621
XM_011539340,XM_019034468,XM_008950959
NM_001330164,XM_004050156,XM_003825624
NM_001242699,XM_004050157,XM_003825626
NM_001127211,XM_004050150,XM_008950961
NM_001112704,XM_004050160,XM_003825629
NM_181840,XM_004050161,XM_003825630
NM_003054,XM_004050162,XM_003825631
NM_173791,XM_004050163,XM_003825632
NM_004098,XM_004050164,XM_003825633
NM_001330167,XM_019035362,XM_003825634
XM_005270024,XM_019035451,XM_024930459
NM_004248,XM_004050174,XM_003825641
NM_153810,XM_004050175,XM_003825642
NM_199461,,
NM_003750,XM_019034450,XM_003825643
NM_207009,XM_019034654,XM_014346519
NM_213649,XM_019034656,XM_003825644
NM_006793,XM_004050178,XM_003825646
NM_005308,XM_019035462,XM_003825647
NM_001005339,XM_019034298,XM_003825649
NM_001033925,XM_004050185,XM_003825652
NM_004281,XM_004050186,XM_008951040
NM_014937,XM_019034659,XM_003825654
NM_024834,XM_019034660,XM_008950976
NM_007190,XM_004050190,XM_024930539
NM_001030059,XM_004050198,XM_003825658
NM_018117,XM_019035241,XM_003825660
XM_006717708,XM_019035154,XM_008950982
XM_005269458,XM_019035245,XM_008950995
NM_017615,XM_019034451,XM_014346611
XM_024447757,XM_019035047,XM_008950999
XM_017015636,XM_019034492,XM_003825667
XM_024448110,XM_019034952,XM_014346568
NM_001099667,XM_004050213,XM_003825670
NM_002775,XM_004050214,XM_024930291
XM_011539388,XM_019034452,XM_024930521
NM_001010912,XM_004050215,XM_003816314
NM_022034,XM_019035657,XM_014346613
NM_152644,XM_019035658,XM_008969377
XM_017015639,XM_019034508,XM_008969374
NM_024942,XM_019034909,XM_003846200
NM_001363531,XM_019034910,XM_008969372
XM_017016552,XM_019034917,XM_008969369
NM_001609,XM_019034913,XM_003816306
NM_001105574,XM_019034453,XM_014346620
XM_005269743,XM_004050233,
NM_004725,XM_004050231,XM_003816304
NM_153442,XM_004050239,XM_003816330
NM_198148,XM_019035607,XM_003816302
XM_017016319,XM_004050241,XM_008969365
NM_001322970,XM_019035071,XM_014346635
NM_001146340,XM_019034803,XM_003816296
XM_017016509,XM_019034804,XM_008969392
NM_014661,XM_019034809,XM_014346624
NM_212554,,XM_008969362
NM_032182,,XM_003816292
XM_006717907,XM_019034925,XM_008969359
NM_022802,XM_004050252,XM_003816291
NM_001128202,XM_019035105,XM_003816289
NM_001202438,XM_019035073,XM_003816287
NM_147191,XM_004050254,XM_024930373
XM_017016611,XM_019035075,XM_024930375
NM_016567,XM_004050258,XM_003816285
NM_018180,XM_019035021,XM_003816283
XM_024448251,XM_019034890,XM_008969346
NM_003474,XM_004050261,XM_008969390
NM_001350921,XM_019034318,XM_014346615
XM_011539422,XM_019035114,XM_008969389
NM_001030013,XM_004050268,XM_003816277
NM_207426,XM_004050270,XM_003816276
NM_152311,XM_019034477,XM_003816275
XM_024448092,XM_019035360,XM_008969342
NM_002417,XM_004050275,XM_024930414
NM_002412,XM_004050280,XM_003816271
XM_006717739,XM_019034454,XM_008969338
XM_024448007,,XM_024930520
NM_006541,XM_019035325,XM_003816270
NM_174937,XM_004050284,XM_024930293
NM_018461,XM_019034876,XM_014346628
NM_004052,XM_019034878,XM_014346627
XM_017016095,XM_019035575,XM_014346636
NM_006426,XM_004050289,XM_008969330
XM_011539688,XM_004050290,XM_008969326
XM_011540208,XM_019035342,XM_014346630
XM_006717659,XM_019035649,XM_008969317
NM_005539,XM_019035299,XM_008969315
XM_017016789,,XM_008969384
NM_001200049,XM_019035576,XM_003816260
NM_001083909,XM_004050301,XM_008969313
NM_152643,XM_019035430,XM_003816259
NM_003577,XM_004050302,
NM_014468,XM_004065254,XM_003816258
XM_017015465,XM_004050304,XM_008969310
NM_001256617,XM_019034853,XM_008969306
NM_145806,XM_019034854,XM_008969382
XM_011539836,XM_004050311,XM_008969381
NM_145202,XM_019034344,XM_008969303
XM_011539670,XM_004050312,XM_003816254
NM_004092,XM_004050310,XM_008969302
NM_152911,XM_004050308,XM_008969298
NM_138384,XM_004050319,XM_008969297
NM_001012508,,XM_024930536
NM_000773,XM_019034458,XM_008972424
NM_001143763,XM_019034332,XM_024930534
XM_005252804,XM_019036197,XM_003806023
NM_053280,XM_004050332,XM_003806022
NM_001098787,XM_019036211,XM_024930899
NM_021932,XM_019036198,XM_008977810
XM_005252835,XM_019036200,XM_014346647
NM_175932,XM_004050333,XM_003806020
NM_138329,XM_019020087,XM_014346641
XM_017018355,XM_019020485,XM_003806016
NM_001025295,XM_019020484,XM_003806010
NM_006435,XM_004050342,XM_003806009
NM_003641,XM_004050339,XM_003806013
NM_021034,XM_019036212,XM_003806015
NM_178537,XM_019035752,XM_008977895
NM_001303029,XM_004050355,XM_014346645
XM_005253046,XM_019036368,XM_008977723
NM_001012302,XM_019036369,XM_003806029
NM_001329544,XM_019036371,XM_008977706
XM_017018106,XM_004050348,XM_008977588
XM_017017168,XM_019036381,XM_008977634
NM_005343,XM_004050359,XM_024930900
XM_017017476,XM_019036383,XM_008977652
NM_003475,XM_019037702,XM_008977674
NM_001286581,XM_019037139,XM_003805988
NM_004031,XM_019037147,XM_008977473
NM_021924,XM_019037629,XM_024930902
NM_021920,XM_004050365,XM_003806027
NM_000797,XM_019035754,XM_008977849
NM_021008,XM_019035755,XM_003805091
NM_001276274,XM_019036238,XM_003805085
XM_017018132,XM_004050374,XM_008967276
NM_006755,XM_004050375,XM_003805077
XM_024448490,,XM_014346654
NM_016564,XM_019036241,XM_003805076
XM_024448689,XM_019036258,XM_008967202
NM_001293167,XM_019036259,XM_014346651
XM_005253007,XM_019036244,XM_008967136
NM_001004,XM_019036260,XM_003805074
XM_006718266,XM_004050383,XM_008967107
XM_017017588,XM_019036306,XM_008967058
XM_024448780,XM_019036310,XM_003805072
NM_021128,XM_004050389,XM_024929211
XM_011520336,XM_004050390,XM_008967000
XM_011520299,XM_019036312,XM_008966947
NM_001242837,XM_019035757,XM_008966919
NM_005961,XM_019035758,XM_024930590
NM_002457,XM_019035759,XM_008967291
NM_001304359,XM_019035760,XM_014346650
NM_002458,XM_019036870,XM_008967285
NM_019009,XM_019035761,XM_024930657
XM_017018533,XM_019037464,XM_014346656
NM_001172223,XM_004050406,XM_003805501
XM_011519933,XM_019035762,XM_008972039
NM_001170820,XM_019036679,XM_008969111
NM_001909,XM_004050410,XM_008969110
XM_011520455,XM_019035987,XM_024930913
NM_001145841,XM_004050415,XM_003816079
NM_001242932,XM_019037321,XM_014346664
XM_006718288,XM_019036472,XM_003816069
XM_011520273,XM_019036479,XM_003816067
NM_001127598,XM_019036290,XM_024930727
NM_001291897,XM_019036300,XM_008969099
NM_199292,XM_019036302,XM_008969090
NM_005170,XM_004050437,XM_024930593
XM_011520034,XM_019035710,XM_008969088
XM_017017064,XM_019035708,XM_003816059
NM_004356,XM_019036892,XM_008969087
XM_011519830,XM_019036895,XM_003816055
XM_017017628,XM_019036898,XM_003816053
NM_000218,XM_004050445,XM_008969085
NM_001362474,XM_019037544,
NM_007105,XM_019036427,XM_008969084
NM_001315501,XM_004050452,XM_024930964
NM_003311,XM_004050454,
NM_005969,XM_019036429,XM_008969083
XM_024448701,XM_004050459,XM_003816041
XM_017017163,XM_004050464,XM_008969073
NM_001164377,XM_004065306,XM_003816037
NM_001039165,XM_004050467,XM_003816036
NM_001130520,XM_004050470,XM_003816035
XM_011519879,XM_004050481,XM_008961766
XM_017017763,XM_004050482,XM_003804606
NM_020402,XM_004050496,XM_003804608
NM_016320,XM_019036761,XM_008961891
XM_011519990,XM_004050487,XM_003804610
XM_017017719,XM_004050492,XM_003804612
NM_001277961,XM_019036628,XM_008961916
NM_001033,XM_019036627,XM_003804616
NM_003141,XM_004050506,XM_003804657
NM_144663,XM_004050509,XM_003804664
NM_018073,XM_004050511,XM_003804651
NM_021801,XM_004050531,XM_003819020
NM_000518,XM_019036164,XM_003819029
NM_000184,XM_019036166,
NM_017481,XM_004050551,XM_003819042
NM_145053,XM_004050553,XM_003845943
XM_005253183,XM_019035663,XM_008972437
NM_001003818,,
NM_021616,,
NM_006074,XM_019037085,XM_003819047
NM_173525,XM_004050578,XM_003819066
XM_011520397,XM_004050580,XM_003819064
XM_017017217,XM_019037329,XM_003819065
NM_001363552,XM_019035714,XM_008972447
NM_145040,,XM_003819068
NM_000543,XM_004050586,XM_003819073
XM_006718211,XM_019037225,XM_014346683
NM_000613,XM_004050596,XM_003819080
XM_024448328,XM_019036070,XM_003819078
NM_001242854,XM_004050611,XM_003819087
NM_012192,XM_004050605,XM_003819091
NM_144666,XM_019036080,XM_024930917
NM_015324,XM_004050603,XM_008972457
XM_024448497,XM_019036081,XM_008972462
NM_006284,XM_019036083,XM_008972481
NM_000391,XM_004050602,XM_003819085
NM_003737,XM_019037562,XM_008972482
NM_022061,XM_004050613,XM_003819092
NM_013250,XM_019037711,XM_008972465
NM_001354830,XM_019037709,XM_003819098
NM_176822,XM_004050629,XM_003819105
NM_014469,XM_004050630,XM_024930817
XM_011519900,XM_019037648,XM_014346679
XM_005252878,XM_004050636,XM_008972468
NM_001351853,XM_019037212,XM_024930627
XM_017017659,XM_019036007,XM_024930834
XM_011520043,XM_004050669,XM_003818244
NM_003754,XM_004050646,XM_003818122
NM_003320,XM_004050647,XM_003818121
XM_017018287,XM_019037205,XM_008971374
XM_006718228,XM_004050652,XM_003818125
XM_017018156,XM_019036321,XM_008971381
XM_017018629,XM_019036323,XM_014346693
NM_000990,XM_004050656,XM_003818132
XM_011520309,XM_019036325,XM_014346695
XM_017018011,XM_019036330,XM_008971396
XM_017018013,XM_004050657,XM_008971393
NM_020646,,XM_003818137
NM_020644,XM_004050662,XM_003818135
NM_020645,XM_019037694,XM_014346702
XM_005253032,XM_004050674,XM_014346705
NM_015213,XM_004050664,XM_003818138
NM_015012,XM_019037605,XM_024930880
NM_006391,XM_019037148,XM_003818140
XM_005253121,XM_019035774,XM_008971407
NM_003390,XM_019037600,XM_003818143
NM_015055,XM_004050682,XM_003818145
XM_005253154,XM_019037267,XM_008971410
NM_001124,XM_004050688,XM_003818148
NM_000480,XM_019036680,XM_003818151
NM_001190702,,XM_008971414
NM_016422,XM_004050703,XM_003818159
NM_006691,XM_004050702,XM_003818158
NM_130385,XM_019036685,XM_003818155
NM_014633,XM_004050710,XM_003818160
NM_001418,XM_004050708,XM_024930846
NM_021211,XM_019036113,XM_014346692
NM_198516,XM_004050714,XM_003818167
NM_001330208,XM_019036726,XM_008971425
XM_017017555,XM_019036727,XM_003818170
NM_014632,XM_019035776,XM_014346720
NM_032867,XM_004050715,XM_003818173
NM_018222,XM_004050716,XM_003818174
NM_021961,XM_019037302,XM_008971439
NM_001080521,XM_019035777,XM_003818176
XM_017017738,XM_019037486,XM_014346733
XM_017018405,XM_019037561,XM_003818182
NM_001316352,XM_004050731,XM_024930813
XM_011520400,XM_019037369,XM_008971450
NM_006108,XM_019037489,XM_014346748
NM_012250,XM_004050740,XM_014346686
NM_016451,XM_019037011,XM_024930672
NM_148976,XM_004050737,XM_003818191
NM_001363570,XM_004050742,XM_003818192
XM_017018284,XM_004050746,XM_008971459
NM_000728,XM_019035998,XM_003818196
NM_001031853,XM_004050750,XM_003818198
NM_001145819,XM_019037543,XM_003818200
NM_014267,XM_019010133,XM_003818203
XM_024448356,XM_019036384,XM_014346701
NM_001017,XM_004050758,XM_003818207
XM_017017924,XM_019036387,XM_008971471
XM_024448530,XM_019036388,XM_008971473
NM_001202439,XM_019037732,XM_014346751
NM_000525,XM_019035722,XM_003818211
XM_017018197,XM_019037397,XM_008971484
XM_017017075,XM_019037477,XM_008971487
NM_001277269,XM_019035973,XM_003818215
NM_002478,XM_004050769,XM_003818216
NM_001112741,XM_019037107,XM_003818217
NM_012139,XM_004050772,XM_024930818
NM_004179,XM_019035971,XM_008971492
NM_138421,XM_019035675,XM_003818219
XM_011519882,XM_004050775,XM_003818220
NM_054032,XM_004050777,XM_003818221
NM_006512,XM_004050780,XM_008971494
NM_030754,XM_019037491,XM_014346749
NM_199161,XM_004050812,XM_008971498
XM_011519864,XM_019037064,XM_014346711
XM_024448458,XM_019037067,XM_014346715
NM_001165414,XM_004050789,XM_008971505
NM_017448,XM_004050792,XM_003818236
XM_011519922,XM_019037381,XM_003818238
NM_006292,XM_004050793,XM_003818237
NM_001040697,XM_004050794,XM_003818239
NM_001355570,,XM_024930630
NM_194285,XM_004050802,XM_003818253
NM_153347,XM_004050810,XM_008955994
XM_017017607,XM_004050809,XM_008955924
XM_017018435,XM_019037276,XM_024930792
NM_147199,XM_004065321,XM_003830470
NM_054030,XM_019036012,XM_008955923
NM_019028,XM_004050816,XM_003830468
NM_003476,XM_019037422,XM_008955918
NM_024680,XM_019037423,XM_008955916
NM_001244963,XM_019037187,XM_008955910
NM_001029865,XM_004050819,XM_024930566
NM_001098520,XM_019037455,XM_003830460
NM_005788,XM_004050825,XM_003830458
NM_004211,XM_004050822,XM_014346756
NM_001288713,XM_019037681,XM_003830453
NM_213599,XM_004050827,XM_003830452
NM_020346,XM_004050828,XM_003830451
NM_022725,XM_019020134,XM_003830450
XM_011519972,XM_019037416,XM_008955904
NM_001320341,XM_004050832,XM_003830447
XM_011519802,XM_019035779,XM_008955902
XM_024448468,XM_019035930,XM_003830445
NM_001313726,XM_019035781,XM_003830440
NM_001135091,XM_004050838,XM_003830443
NM_178498,XM_004050840,XM_003830439
NM_203371,XM_004050841,XM_003830438
XM_017018403,XM_019037755,XM_008955897
NM_030771,XM_004050845,XM_003830436
NM_018490,XM_019035782,XM_014346754
NM_018362,XM_004050846,XM_003830435
XM_011520280,XM_004050851,XM_003830432
XM_017018379,XM_004050860,XM_014346774
XM_017017297,XM_019035783,XM_003830430
NM_002233,XM_004050865,XM_003830428
NM_001018080,XM_004050868,XM_003830426
NM_152316,XM_004050869,XM_003830424
XM_024448676,XM_019037750,XM_008955886
XM_024448473,XM_019037608,XM_003830419
NM_181706,XM_019037609,XM_003830417
XM_017017305,XM_019037610,XM_008955878
NM_001288726,XM_019036871,XM_008955877
NM_001604,XM_019036873,XM_024930632
NM_002901,XM_004050889,XM_014346759
NM_024426,XM_019035687,XM_008955872
NM_006360,XM_019037120,XM_003830403
NM_001008391,XM_019037119,XM_008955871
XM_017018275,XM_019035972,XM_008955870
XM_017018327,XM_019037430,XM_008955869
NM_001077242,XM_019035695,XM_003830398
XM_017017989,XM_004050902,XM_014346760
NM_001326,XM_004050905,XM_003830396
XM_017017076,XM_004050910,XM_008955865
XM_005252847,XM_019037520,XM_008955862
XM_017017053,XM_004050938,XM_024930660
NM_203331,XM_019036638,XM_008955861
XM_011519980,XM_004050912,XM_014346771
NM_005574,,XM_003830388
NM_005898,XM_019035784,XM_003830386
NM_024662,XM_019036521,XM_003830384
NM_145804,XM_004050922,XM_003830383
NM_001752,XM_004050923,XM_003830382
NM_198381,XM_004050925,XM_003830381
NM_001206616,XM_004050928,XM_003830377
XM_011520154,XM_019037228,XM_003830376
NM_003477,XM_004050934,XM_003830374
XM_005253231,XM_019036410,XM_024930781
XM_017018136,XM_004050942,XM_003830368
NM_015430,XM_004050946,XM_003830366
NM_014344,XM_004050948,XM_003830524
NM_017583,XM_019037274,XM_003830364
NM_174902,XM_019036946,XM_014346763
NM_014186,XM_004050955,XM_003830362
NM_024841,XM_019036951,XM_024930671
NM_145803,XM_019037628,XM_003830357
XM_011520250,XM_004050958,XM_014346773
NM_001243786,XM_004050961,XM_003830355
XM_011519885,XM_019037685,XM_008955827
XM_024448628,XM_004050966,XM_014346781
NM_001142930,XM_019036738,XM_003815090
XM_005253016,XM_019036740,XM_024930978
NM_016142,XM_004050971,XM_003808211
NM_139178,XM_004050972,XM_008960294
NM_001145033,XM_004050973,XM_008960295
NM_001031854,XM_004050974,XM_003808216
XM_005253170,XM_004050975,XM_008960296
XM_011519950,XM_019037231,XM_003808219
NM_021926,XM_004050979,XM_008960302
XM_006718223,XM_019037499,XM_014346795
XM_006718372,XM_004050981,XM_008960303
XM_024448777,XM_019037031,XM_014346784
XM_011520225,XM_019037501,XM_014346789
NM_020826,XM_019037636,XM_003808226
XM_017018459,XM_019037556,XM_008960311
NM_018389,XM_004050993,XM_003808230
NM_021117,XM_004050996,XM_003808231
NM_005456,XM_019035788,XM_014346796
NM_001080446,XM_004050999,XM_003808236
NM_057174,XM_004051001,XM_008960313
XM_017017173,XM_004051003,XM_008960314
XM_017017887,XM_019037311,XM_024930763
NM_052854,XM_004051013,XM_003815219
XM_024448729,XM_019036962,XM_008968154
XM_017017764,XM_019037122,XM_003815214
NM_000741,XM_004051014,XM_003815213
NM_001267782,XM_019037123,XM_008968144
XM_017017603,XM_019036570,XM_008968132
XM_017018599,XM_019036576,XM_014346809
XM_011520095,XM_004051027,XM_008968129
NM_024741,XM_004051028,XM_003815202
NM_000506,XM_004051030,XM_003815200
NM_001008938,XM_019037171,XM_008968128
NM_002334,XM_004051035,XM_008968126
NM_001003677,XM_004051039,XM_024930953
XM_005253166,XM_019036700,XM_008968123
NM_016223,XM_019036706,XM_008968118
NM_000107,XM_019036445,XM_003815191
NM_001357016,XM_004051040,XM_003815183
XM_024448288,XM_019036444,XM_008968110
XM_024448745,XM_019036450,XM_024930730
NM_000256,XM_019036639,XM_003815182
NM_001080547,XM_019036641,XM_008968105
XM_024448762,XM_019036645,XM_008968099
XM_017018026,XM_004051058,XM_003815178
XM_011520252,XM_004051062,XM_003815176
XM_024448335,XM_019036545,XM_024930871
NM_175732,XM_019036550,XM_003815225
NM_001318716,XM_019036549,XM_008968172
NM_004551,NM_001279640,XM_003815174
NM_001164379,XM_004051069,XM_003815173
XM_017017166,XM_019037173,XM_008968080
NM_001317231,XM_004051070,XM_003815172
NM_024783,XM_019037220,XM_008968077
NM_001318339,XM_019037222,XM_024930695
NM_015231,XM_004051075,XM_003815170
XM_017018083,XM_019035789,XM_014346798
